Artikelnummer,Beschreibung,Farbe,Farbbezeichnung,Grösse,Barcode,EK,UVP,Statistische Warennummer,Gewicht,Bemerkung Lieferbarkeit,Qualität,Zertifizierung
707410-55E-128,"Kinder-Rolli, GOTS - himbeere - 128",55E,himbeere,128,4046304227428,15.25,36.6,61101190,0.137,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707410-55E-140,"Kinder-Rolli, GOTS - himbeere - 140",55E,himbeere,140,4046304227435,16.35,39.25,61101190,0.141,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707410-55E-152,"Kinder-Rolli, GOTS - himbeere - 152",55E,himbeere,152,4046304227442,17.45,41.9,61101190,0.16,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707410-55E-92,"Kinder-Rolli, GOTS - himbeere - 92",55E,himbeere,92,4046304227398,11.95,28.7,61101190,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707500-01-6268,"Baby-Schlupfhemd, kurzarm, GOTS - natur - 62/68",1,natur,6268,4046304009048,7.95,19.1,61119019,0.06,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707500-01-7480,"Baby-Schlupfhemd, kurzarm, GOTS - natur - 74/80",1,natur,7480,4046304009055,8.3,19.9,61119019,0.067,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707500-01-8692,"Baby-Schlupfhemd, kurzarm, GOTS - natur - 86/92",1,natur,8692,4046304009062,8.65,20.75,61119019,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707500-01-98104,"Baby-Schlupfhemd, kurzarm, GOTS - natur - 98/104",1,natur,98104,4046304009079,9,21.6,61119019,0.059,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707501-50E-5056,"Baby-Shirt, kurzarm, in A-Form, gerüscht, GOTS - lachs - 50/56",50E,lachs,5056,4046304255643,9.85,23.65,61119019,0.063,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707501-50E-6268,"Baby-Shirt, kurzarm, in A-Form, gerüscht, GOTS - lachs - 62/68",50E,lachs,6268,4046304255650,10.7,25.7,61119019,0.072,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707501-50E-7480,"Baby-Shirt, kurzarm, in A-Form, gerüscht, GOTS - lachs - 74/80",50E,lachs,7480,4046304255667,11.55,27.7,61119019,0.078,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707501-50E-8692,"Baby-Shirt, kurzarm, in A-Form, gerüscht, GOTS - lachs - 86/92",50E,lachs,8692,4046304255674,12.4,29.75,61119019,0.089,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-01-6268,"Baby-Schlupfhemd, langarm, GOTS  - natur - 62/68",1,natur,6268,4046304009086,8.6,20.65,61119019,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-01-7480,"Baby-Schlupfhemd, langarm, GOTS  - natur - 74/80",1,natur,7480,4046304009093,9.3,22.3,61119019,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-01-8692,"Baby-Schlupfhemd, langarm, GOTS  - natur - 86/92",1,natur,8692,4046304009109,10,24,61119019,0.078,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-01-98104,"Baby-Schlupfhemd, langarm, GOTS  - natur - 98/104",1,natur,98104,4046304009116,10.7,25.7,61119019,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-30E-6268,"Baby-Schlupfhemd, langarm, GOTS - gletscher - 62/68",30E,gletscher,6268,4046304208199,9.1,21.85,61119019,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-30E-7480,"Baby-Schlupfhemd, langarm, GOTS - gletscher - 74/80",30E,gletscher,7480,4046304208205,9.9,23.75,61119019,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-30E-8692,"Baby-Schlupfhemd, langarm, GOTS - gletscher - 86/92",30E,gletscher,8692,4046304208212,10.7,25.7,61119019,0.078,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-30E-98104,"Baby-Schlupfhemd, langarm, GOTS - gletscher - 98/104",30E,gletscher,98104,4046304208229,11.5,27.6,61119019,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-50E-6268,"Baby-Schlupfhemd, langarm, GOTS - lachs - 62/68",50E,lachs,6268,4046304208236,9.1,21.85,61119019,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-50E-7480,"Baby-Schlupfhemd, langarm, GOTS - lachs - 74/80",50E,lachs,7480,4046304208243,9.9,23.75,61119019,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-50E-8692,"Baby-Schlupfhemd, langarm, GOTS - lachs - 86/92",50E,lachs,8692,4046304208250,10.7,25.7,61119019,0.078,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707510-50E-98104,"Baby-Schlupfhemd, langarm, GOTS - lachs - 98/104",50E,lachs,98104,4046304208267,11.5,27.6,61119019,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-104,"Kinder-Shirt, kurzarm, GOTS - natur - 104",1,natur,104,4046304009130,8.8,21.1,61099020,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-116,"Kinder-Shirt, kurzarm, GOTS - natur - 116",1,natur,116,4046304009147,9.4,22.55,61099020,0.088,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-128,"Kinder-Shirt, kurzarm, GOTS - natur - 128",1,natur,128,4046304009154,10,24,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-140,"Kinder-Shirt, kurzarm, GOTS - natur - 140",1,natur,140,4046304009161,10.6,25.45,61099020,0.104,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-152,"Kinder-Shirt, kurzarm, GOTS - natur - 152",1,natur,152,4046304009178,11.2,26.9,61099020,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-164,"Kinder-Shirt, kurzarm, GOTS - natur - 164",1,natur,164,4046304009185,11.8,28.3,61099020,0.117,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-176,"Kinder-Shirt, kurzarm, GOTS - natur - 176",1,natur,176,4046304009192,12.4,29.75,61099020,0.13,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-01-92,"Kinder-Shirt, kurzarm, GOTS- natur - 92",1,natur,92,4046304009123,8.2,19.7,61099020,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-104,"Kinder-Shirt, kurzarm, GOTS - safran - 104",18E,safran,104,4046304227541,9.35,22.45,61099020,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-116,"Kinder-Shirt, kurzarm, GOTS - safran - 116",18E,safran,116,4046304227558,10.05,24.1,61099020,0.088,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-128,"Kinder-Shirt, kurzarm, GOTS - safran - 128",18E,safran,128,4046304227565,10.75,25.8,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-140,"Kinder-Shirt, kurzarm, GOTS - safran - 140",18E,safran,140,4046304227572,11.45,27.5,61099020,0.104,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-152,"Kinder-Shirt, kurzarm, GOTS - safran - 152",18E,safran,152,4046304227589,12.15,29.15,61099020,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-164,"Kinder-Shirt, kurzarm, GOTS - safran - 164",18E,safran,164,4046304227596,12.85,30.85,61099020,0.117,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-176,"Kinder-Shirt, kurzarm, GOTS - safran - 176",18E,safran,176,4046304227602,13.55,32.5,61099020,0.13,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-18E-92,"Kinder-Shirt, kurzarm, GOTS - safran - 92",18E,safran,92,4046304227534,8.65,20.75,61099020,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-104,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 104",35,eisvogel,104,4046304165300,9.35,22.45,61099020,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-116,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 116",35,eisvogel,116,4046304165317,10.05,24.1,61099020,0.067,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-128,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 128",35,eisvogel,128,4046304165324,10.75,25.8,61099020,0.079,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-140,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 140",35,eisvogel,140,4046304165331,11.45,27.5,61099020,0.081,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-152,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 152",35,eisvogel,152,4046304165348,12.15,29.15,61099020,0.091,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-164,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 164",35,eisvogel,164,4046304165355,12.85,30.85,61099020,0.097,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-176,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 176",35,eisvogel,176,4046304165362,13.55,32.5,61099020,0.101,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-35-92,"Kinder-Shirt, kurzarm, GOTS - eisvogel - 92",35,eisvogel,92,4046304165294,8.65,20.75,61099020,0.062,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-104,"Kinder-Shirt, kurzarm, GOTS - himbeere - 104",55E,himbeere,104,4046304227626,9.35,22.45,61099020,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-116,"Kinder-Shirt, kurzarm, GOTS - himbeere - 116",55E,himbeere,116,4046304227633,10.05,24.1,61099020,0.088,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-128,"Kinder-Shirt, kurzarm, GOTS - himbeere - 128",55E,himbeere,128,4046304227640,10.75,25.8,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-140,"Kinder-Shirt, kurzarm, GOTS - himbeere - 140",55E,himbeere,140,4046304227657,11.45,27.5,61099020,0.104,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-152,"Kinder-Shirt, kurzarm, GOTS - himbeere - 152",55E,himbeere,152,4046304227664,12.15,29.15,61099020,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-164,"Kinder-Shirt, kurzarm, GOTS - himbeere - 164",55E,himbeere,164,4046304227671,12.85,30.85,61099020,0.117,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-176,"Kinder-Shirt, kurzarm, GOTS - himbeere - 176",55E,himbeere,176,4046304227688,13.55,32.5,61099020,0.13,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707800-55E-92,"Kinder-Shirt, kurzarm, GOTS - himbeere - 92",55E,himbeere,92,4046304227619,8.65,20.75,61099020,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-104,"Kinder-Shirt, langarm, GOTS - natur - 104",1,natur,104,4046304009376,10.4,24.95,61099020,0.098,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-116,"Kinder-Shirt, langarm, GOTS - natur - 116",1,natur,116,4046304009383,11.2,26.9,61099020,0.102,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-128,"Kinder-Shirt, langarm, GOTS - natur - 128",1,natur,128,4046304009390,12,28.8,61099020,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-140,"Kinder-Shirt, langarm, GOTS - natur - 140",1,natur,140,4046304009406,12.8,30.7,61099020,0.121,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-152,"Kinder-Shirt, langarm, GOTS - natur - 152",1,natur,152,4046304009413,13.65,32.75,61099020,0.133,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-164,"Kinder-Shirt, langarm, GOTS - natur - 164",1,natur,164,4046304009420,14.5,34.8,61099020,0.143,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-176,"Kinder-Shirt, langarm, GOTS - natur - 176",1,natur,176,4046304009437,15.35,36.85,61099020,0.159,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-01-92,"Kinder-Shirt, langarm, GOTS - natur - 92",1,natur,92,4046304009369,9.6,23.05,61099020,0.081,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-104,"Kinder-Shirt, langarm, GOTS - orchidee - 104",4,orchidee,104,4046304162729,11.5,27.6,61099020,0.089,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-116,"Kinder-Shirt, langarm, GOTS - orchidee - 116",4,orchidee,116,4046304162736,12.5,30,61099020,0.098,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-128,"Kinder-Shirt, langarm, GOTS - orchidee - 128",4,orchidee,128,4046304162743,13.5,32.4,61099020,0.108,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-140,"Kinder-Shirt, langarm, GOTS - orchidee - 140",4,orchidee,140,4046304162750,14.5,34.8,61099020,0.115,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-152,"Kinder-Shirt, langarm, GOTS - orchidee - 152",4,orchidee,152,4046304162767,15.5,37.2,61099020,0.129,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-164,"Kinder-Shirt, langarm, GOTS - orchidee - 164",4,orchidee,164,4046304162774,16.5,39.6,61099020,0.142,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-176,"Kinder-Shirt, langarm, GOTS - orchidee - 176",4,orchidee,176,4046304162781,17.5,42,61099020,0.151,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-04-92,"Kinder-Shirt, langarm, GOTS - orchidee - 92",4,orchidee,92,4046304162712,10.5,25.2,61099020,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-104,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 104",91,hellgrau melange,104,4046304208281,11.5,27.6,61099020,0.089,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-116,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 116",91,hellgrau melange,116,4046304208298,12.5,30,61099020,0.098,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-128,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 128",91,hellgrau melange,128,4046304208304,13.5,32.4,61099020,0.108,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-140,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 140",91,hellgrau melange,140,4046304208311,14.5,34.8,61099020,0.115,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-152,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 152",91,hellgrau melange,152,4046304208328,15.5,37.2,61099020,0.129,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-164,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 164",91,hellgrau melange,164,4046304208335,16.5,39.6,61099020,0.142,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-176,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 176",91,hellgrau melange,176,4046304208342,17.5,42,61099020,0.151,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-091-92,"Kinder-Shirt, langarm, GOTS - hellgrau melange - 92",91,hellgrau melange,92,4046304208274,10.5,25.2,61099020,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-104,"Kinder-Shirt, langarm, GOTS - marine - 104",33,marine,104,4046304227701,11.5,27.6,61099020,0.084,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-116,"Kinder-Shirt, langarm, GOTS - marine - 116",33,marine,116,4046304227718,12.5,30,61099020,0.088,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-128,"Kinder-Shirt, langarm, GOTS - marine - 128",33,marine,128,4046304227725,13.5,32.4,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-140,"Kinder-Shirt, langarm, GOTS - marine - 140",33,marine,140,4046304227732,14.5,34.8,61099020,0.104,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-152,"Kinder-Shirt, langarm, GOTS - marine - 152",33,marine,152,4046304227749,15.5,37.2,61099020,0.114,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-164,"Kinder-Shirt, langarm, GOTS - marine - 164",33,marine,164,4046304227756,16.5,39.6,61099020,0.117,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-176,"Kinder-Shirt, langarm, GOTS - marine - 176",33,marine,176,4046304227763,17.5,42,61099020,0.13,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-33-92,"Kinder-Shirt, langarm, GOTS - marine - 92",33,marine,92,4046304227695,10.5,25.2,61099020,0.073,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-104,"Kinder-Shirt, langarm, GOTS - olive - 104",43E,olive,104,4046304260944,11.5,27.6,61099020,0.089,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-116,"Kinder-Shirt, langarm, GOTS - olive - 116",43E,olive,116,4046304260951,12.5,30,61099020,0.098,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-128,"Kinder-Shirt, langarm, GOTS - olive - 128",43E,olive,128,4046304260968,13.5,32.4,61099020,0.108,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-140,"Kinder-Shirt, langarm, GOTS - olive - 140",43E,olive,140,4046304260975,14.5,34.8,61099020,0.115,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-152,"Kinder-Shirt, langarm, GOTS - olive - 152",43E,olive,152,4046304260982,15.5,37.2,61099020,0.129,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-164,"Kinder-Shirt, langarm, GOTS - olive - 164",43E,olive,164,4046304260999,16.5,39.6,61099020,0.142,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-176,"Kinder-Shirt, langarm, GOTS - olive - 176",43E,olive,176,4046304261002,17.5,42,61099020,0.151,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-43E-92,"Kinder-Shirt, langarm, GOTS - olive - 92",43E,olive,92,4046304260937,10.5,25.2,61099020,0.075,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-104,"Kinder-Shirt, langarm, GOTS - kupfer - 104",52E,kupfer,104,4046304261026,11.5,27.6,61099020,0.089,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-116,"Kinder-Shirt, langarm, GOTS - kupfer - 116",52E,kupfer,116,4046304261033,12.5,30,61099020,0.098,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-128,"Kinder-Shirt, langarm, GOTS - kupfer - 128",52E,kupfer,128,4046304261040,13.5,32.4,61099020,0.108,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-140,"Kinder-Shirt, langarm, GOTS - kupfer - 140",52E,kupfer,140,4046304261057,14.5,34.8,61099020,0.115,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-152,"Kinder-Shirt, langarm, GOTS - kupfer - 152",52E,kupfer,152,4046304261064,15.5,37.2,61099020,0.129,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-164,"Kinder-Shirt, langarm, GOTS - kupfer - 164",52E,kupfer,164,4046304261071,16.5,39.6,61099020,0.142,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-176,"Kinder-Shirt, langarm, GOTS - kupfer - 176",52E,kupfer,176,4046304261088,17.5,42,61099020,0.151,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-52E-92,"Kinder-Shirt, langarm, GOTS - kupfer - 92",52E,kupfer,92,4046304261019,10.5,25.2,61099020,0.075,lieferbar ab 15.03.2021,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-104,"Kinder-Shirt, langarm, GOTS - walnuss - 104",75,walnuss,104,4046304161739,11.5,27.6,61099020,0.099,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-116,"Kinder-Shirt, langarm, GOTS - walnuss - 116",75,walnuss,116,4046304161746,12.5,30,61099020,0.101,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-128,"Kinder-Shirt, langarm, GOTS - walnuss - 128",75,walnuss,128,4046304161753,13.5,32.4,61099020,0.112,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-140,"Kinder-Shirt, langarm, GOTS - walnuss - 140",75,walnuss,140,4046304161760,14.5,34.8,61099020,0.122,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-152,"Kinder-Shirt, langarm, GOTS - walnuss - 152",75,walnuss,152,4046304161777,15.5,37.2,61099020,0.135,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-164,"Kinder-Shirt, langarm, GOTS - walnuss - 164",75,walnuss,164,4046304161784,16.5,39.6,61099020,0.144,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-176,"Kinder-Shirt, langarm, GOTS - walnuss - 176",75,walnuss,176,4046304161791,17.5,42,61099020,0.155,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
707810-75-92,"Kinder-Shirt, langarm, GOTS - walnuss - 92",75,walnuss,92,4046304161722,10.5,25.2,61099020,0.082,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-104,"Kinder-Achselhemd, GOTS - natur - 104",1,natur,104,4046304009611,7.75,18.6,61099020,0.069,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-116,"Kinder-Achselhemd, GOTS - natur - 116",1,natur,116,4046304009628,8.2,19.7,61099020,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-128,"Kinder-Achselhemd, GOTS - natur - 128",1,natur,128,4046304009635,8.65,20.75,61099020,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-140,"Kinder-Achselhemd, GOTS - natur - 140",1,natur,140,4046304009642,9.1,21.85,61099020,0.092,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-152,"Kinder-Achselhemd, GOTS - natur - 152",1,natur,152,4046304009659,9.55,22.9,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-164,"Kinder-Achselhemd, GOTS - natur - 164",1,natur,164,4046304009666,10,24,61099020,0.103,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-176,"Kinder-Achselhemd, GOTS - natur - 176",1,natur,176,4046304009673,10.45,25.1,61099020,0.108,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-01-92,"Kinder-Achselhemd, GOTS - natur - 92",1,natur,92,4046304009604,7.3,17.5,61099020,0.066,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-104,"Kinder-Achselhemd, GOTS - hellgrau melange - 104",91,hellgrau melange,104,4046304208366,8.2,19.7,61099020,0.069,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-116,"Kinder-Achselhemd, GOTS - hellgrau melange - 116",91,hellgrau melange,116,4046304208373,8.75,21,61099020,0.075,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-128,"Kinder-Achselhemd, GOTS - hellgrau melange - 128",91,hellgrau melange,128,4046304208380,9.3,22.3,61099020,0.08,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-140,"Kinder-Achselhemd, GOTS - hellgrau melange - 140",91,hellgrau melange,140,4046304208397,9.85,23.65,61099020,0.092,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-152,"Kinder-Achselhemd, GOTS - hellgrau melange - 152",91,hellgrau melange,152,4046304208403,10.4,24.95,61099020,0.093,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
708000-091-164,"Kinder-Achselhemd, GOTS - hellgrau melange - 164",91,hellgrau melange,164,4046304208410,10.95,26.3,61099020,0.103,lieferbar ab Lager,70% Schurwolle (kbT) / 30% Seide Feinripp,GOTS
