Artikelnummer,Beschreibung,Farbe,Farbbezeichnung,Grösse,Barcode,EK,UVP,Statistische Warennummer,Gewicht,Bemerkung Lieferbarkeit,Qualität,Zertifizierung
101160-X-XX,"Lanolin Waschmittel (6 x 0,5 Liter) - ohne - XX",X,ohne,XX,4046304202081,49.9,119.75,34029090,3.75,lieferbar ab Lager,N/V,Nein
101170-X-XX,Waschmittel mit Seifenkrautextrakt (6 x 1 Liter) - ohne - XX,X,ohne,XX,4046304202098,52.5,126,34029090,6.95,lieferbar ab Lager,N/V,Nein
364150-01-1-7580-BC,"Still-BH Lena, GOTS - natur - 1 (75B - 80C)",1,natur,1-7580-BC,4046304000076,12.45,29.9,62121090,0.092,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-2-7580-DE,"Still-BH Lena, GOTS - natur - 2 (75D - 80E)",1,natur,2-7580-DE,4046304000083,12.45,29.9,62121090,0.089,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-3-8085-BC,"Still-BH Lena, GOTS - natur - 3 (80B - 85C)",1,natur,3-8085-BC,4046304000090,12.45,29.9,62121090,0.097,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-4-8590-BC,"Still-BH Lena, GOTS - natur - 4 (85B - 90C)",1,natur,4-8590-BC,4046304000106,12.85,30.85,62121090,0.106,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-5-8085-DE,"Still-BH Lena, GOTS - natur - 5 (80D - 85E)",1,natur,5-8085-DE,4046304000113,12.85,30.85,62121090,0.092,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-6-8590-DE,"Still-BH Lena, GOTS - natur - 6 (85D - 90E)",1,natur,6-8590-DE,4046304000120,13.25,31.8,62121090,0.106,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-7-95110-DE,"Still-BH Lena, GOTS - natur - 7 (95D - 110E)",1,natur,7-95110-DE,4046304000137,13.25,31.8,62121090,0.103,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-01-8-95110-BC,"Still-BH Lena, GOTS - natur - 8 (95B - 110C)",1,natur,8-95110-BC,4046304000144,13.25,31.8,62121090,0.109,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-1-7580-BC,"Still-BH Lena, GOTS - schwarz - 1 (75B - 80C)",9,schwarz,1-7580-BC,4046304075623,13.45,32.3,62121090,0.092,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-2-7580-DE,"Still-BH Lena, GOTS - schwarz - 2 (75D - 80E)",9,schwarz,2-7580-DE,4046304075630,13.45,32.3,62121090,0.089,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-3-8085-BC,"Still-BH Lena, GOTS - schwarz - 3 (80B - 85C)",9,schwarz,3-8085-BC,4046304075647,13.45,32.3,62121090,0.099,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-4-8590-BC,"Still-BH Lena, GOTS - schwarz - 4 (85B - 90C)",9,schwarz,4-8590-BC,4046304075654,13.95,33.5,62121090,0.106,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-5-8085-DE,"Still-BH Lena, GOTS - schwarz - 5 (80D - 85E)",9,schwarz,5-8085-DE,4046304075661,13.95,33.5,62121090,0.093,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-6-8590-DE,"Still-BH Lena, GOTS - schwarz - 6 (85D - 90E)",9,schwarz,6-8590-DE,4046304075678,14.45,34.7,62121090,0.103,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-7-95110-DE,"Still-BH Lena, GOTS - schwarz - 7 (95D - 110E)",9,schwarz,7-95110-DE,4046304075685,14.45,34.7,62121090,0.105,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364150-09-8-95110-BC,"Still-BH Lena, GOTS - schwarz - 8 (95B - 110C)",9,schwarz,8-95110-BC,4046304075692,14.45,34.7,62121090,0.1,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,GOTS
364160-09-1-7580-BC,"Still-BH, mit Dekorspitze - schwarz - 1 (75B - 80C)",9,schwarz,1-7580-BC,4046304173985,23.05,55.3,62121090,0.067,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-2-7580-DE,"Still-BH, mit Dekorspitze - schwarz - 2 (75D - 80E)",9,schwarz,2-7580-DE,4046304173992,23.05,55.3,62121090,0.07,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-3-8085-BC,"Still-BH, mit Dekorspitze - schwarz - 3 (80B - 85C)",9,schwarz,3-8085-BC,4046304174005,23.05,55.3,62121090,0.07,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-4-8590-BC,"Still-BH, mit Dekorspitze - schwarz - 4 (85B - 90C)",9,schwarz,4-8590-BC,4046304174012,23.55,56.5,62121090,0.075,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-5-8085-DE,"Still-BH, mit Dekorspitze - schwarz - 5 (80D - 85E)",9,schwarz,5-8085-DE,4046304174029,23.55,56.5,62121090,0.073,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-6-8590-DE,"Still-BH, mit Dekorspitze - schwarz - 6 (85D - 90E)",9,schwarz,6-8590-DE,4046304174036,24.05,57.7,62121090,0.079,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-7-95110-DE,"Still-BH, mit Dekorspitze - schwarz - 7 (95D - 110E)",9,schwarz,7-95110-DE,4046304174043,24.05,57.7,62121090,0.082,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-09-8-95110-BC,"Still-BH, mit Dekorspitze - schwarz - 8 (95B - 110C)",9,schwarz,8-95110-BC,4046304174050,24.05,57.7,62121090,0.076,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-1-7580-BC,"Still-BH, mit Dekorspitze - offwhite - 1 (75B - 80C)",11,offwhite,1-7580-BC,4046304074442,22.55,54.1,62121090,0.067,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-2-7580-DE,"Still-BH, mit Dekorspitze - offwhite - 2 (75D - 80E)",11,offwhite,2-7580-DE,4046304074459,22.55,54.1,62121090,0.07,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-3-8085-BC,"Still-BH, mit Dekorspitze - offwhite - 3 (80B - 85C)",11,offwhite,3-8085-BC,4046304074466,22.55,54.1,62121090,0.07,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-4-8590-BC,"Still-BH, mit Dekorspitze - offwhite - 4 (85B - 90C)",11,offwhite,4-8590-BC,4046304074473,22.75,54.6,62121090,0.075,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-5-8085-DE,"Still-BH, mit Dekorspitze - offwhite - 5 (80D - 85E)",11,offwhite,5-8085-DE,4046304074480,22.75,54.6,62121090,0.073,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-6-8590-DE,"Still-BH, mit Dekorspitze - offwhite - 6 (85D - 90E)",11,offwhite,6-8590-DE,4046304074497,22.95,55.1,62121090,0.079,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-7-95110-DE,"Still-BH, mit Dekorspitze - offwhite - 7 (95D - 110E)",11,offwhite,7-95110-DE,4046304074503,22.95,55.1,62121090,0.082,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364160-11-8-95110-BC,"Still-BH, mit Dekorspitze - offwhite - 8 (95B - 110C)",11,offwhite,8-95110-BC,4046304074510,22.95,55.1,62121090,0.078,lieferbar ab Lager,95% Baumwolle (kbA) / 5% Elasthan Singlejersey,Nein
364190-09-3436,Stillhemd - schwarz - 34/36,9,schwarz,3436,4046304256381,26.9,64.55,62121090,0.156,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,Nein
364190-09-3840,Stillhemd - schwarz - 38/40,9,schwarz,3840,4046304256398,28.35,68.05,62121090,0.164,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,Nein
364190-09-4244,Stillhemd - schwarz - 42/44,9,schwarz,4244,4046304256404,29.8,71.5,62121090,0.177,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,Nein
364190-09-4648,Stillhemd - schwarz - 46/48,9,schwarz,4648,4046304256411,31.25,75,62121090,0.19,lieferbar ab Lager,92% Baumwolle (kbA) / 8% Elasthan Feinripp,Nein
365030-01-75_A,Bügelloser BH - natur - 75_A,1,natur,75_A,4046304244432,19.75,47.4,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-75_B,Bügelloser BH - natur - 75_B,1,natur,75_B,4046304214220,19.75,47.4,62121090,0.055,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-75_C,Bügelloser BH - natur - 75_C,1,natur,75_C,4046304214237,19.75,47.4,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-80_B,Bügelloser BH - natur - 80_B,1,natur,80_B,4046304214244,19.95,47.9,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-80_C,Bügelloser BH - natur - 80_C,1,natur,80_C,4046304214251,19.95,47.9,62121090,0.059,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-85_B,Bügelloser BH - natur - 85_B,1,natur,85_B,4046304214268,19.95,47.9,62121090,0.06,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-01-85_C,Bügelloser BH - natur - 85_C,1,natur,85_C,4046304214275,19.95,47.9,62121090,0.062,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-75_A,Bügelloser BH - schwarz - 75_A,9,schwarz,75_A,4046304244449,20.05,48.1,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-75_B,Bügelloser BH - schwarz - 75_B,9,schwarz,75_B,4046304214299,20.05,48.1,62121090,0.055,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-75_C,Bügelloser BH - schwarz - 75_C,9,schwarz,75_C,4046304214305,20.05,48.1,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-80_B,Bügelloser BH - schwarz - 80_B,9,schwarz,80_B,4046304214312,20.45,49.1,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-80_C,Bügelloser BH - schwarz - 80_C,9,schwarz,80_C,4046304214329,20.45,49.1,62121090,0.059,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-85_B,Bügelloser BH - schwarz - 85_B,9,schwarz,85_B,4046304214336,20.45,49.1,62121090,0.06,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-09-85_C,Bügelloser BH - schwarz - 85_C,9,schwarz,85_C,4046304214343,20.45,49.1,62121090,0.062,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-75_A,Bügelloser BH - indigo - 75_A,38E,indigo,75_A,4046304244456,20.05,48.1,62121090,0.059,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-75_B,Bügelloser BH - indigo - 75_B,38E,indigo,75_B,4046304220153,20.05,48.1,62121090,0.055,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-75_C,Bügelloser BH - indigo - 75_C,38E,indigo,75_C,4046304220160,20.05,48.1,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-80_B,Bügelloser BH - indigo - 80_B,38E,indigo,80_B,4046304220177,20.45,49.1,62121090,0.057,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-80_C,Bügelloser BH - indigo - 80_C,38E,indigo,80_C,4046304220184,20.45,49.1,62121090,0.059,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-85_B,Bügelloser BH - indigo - 85_B,38E,indigo,85_B,4046304220191,20.45,49.1,62121090,0.06,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
365030-38E-85_C,Bügelloser BH - indigo - 85_C,38E,indigo,85_C,4046304220207,20.45,49.1,62121090,0.062,lieferbar ab Lager,100% Baumwolle (kbA) Interlock,Nein
401500-018E-3436,"Damen-Leggings, IVN BEST - safran melange - 34/36",018E,safran melange,3436,4046304251003,15.9,38.15,61082900,0.153,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-018E-3840,"Damen-Leggings, IVN BEST - safran melange - 38/40",018E,safran melange,3840,4046304251010,16.8,40.3,61082900,0.173,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-018E-4244,"Damen-Leggings, IVN BEST - safran melange - 42/44",018E,safran melange,4244,4046304251027,17.7,42.5,61082900,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-018E-4648,"Damen-Leggings, IVN BEST - safran melange - 46/48",018E,safran melange,4648,4046304251034,18.6,44.65,61082900,0.191,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-98-3436,"Damen-Leggings, IVN BEST - schiefer - 34/36",98,schiefer,3436,4046304241172,15.9,38.15,61082900,0.153,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-98-3840,"Damen-Leggings, IVN BEST - schiefer - 38/40",98,schiefer,3840,4046304241189,16.8,40.3,61082900,0.173,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-98-4244,"Damen-Leggings, IVN BEST - schiefer - 42/44",98,schiefer,4244,4046304241196,17.7,42.5,61082900,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401500-98-4648,"Damen-Leggings, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241202,18.6,44.65,61082900,0.191,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401600-01-3840,"Damen-Unterhose, lang, IVN BEST - natur - 38/40",1,natur,3840,4046304023334,14.35,34.45,61082900,0.151,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401600-01-4244,"Damen-Unterhose, lang, IVN BEST - natur - 42/44",1,natur,4244,4046304023341,15.1,36.25,61082900,0.156,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401600-01-4648,"Damen-Unterhose, lang, IVN BEST - natur - 46/48",1,natur,4648,4046304023358,15.85,38.05,61082900,0.183,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401900-98-4648,"Herren-Leggings, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241219,18.2,43.7,61034100,0.159,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401900-98-5052,"Herren-Leggings, IVN BEST - schiefer - 50/52",98,schiefer,5052,4046304241226,18.7,44.9,61034100,0.186,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
401900-98-5456,"Herren-Leggings, IVN BEST - schiefer - 54/56",98,schiefer,5456,4046304241233,19.2,46.1,61034100,0.184,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403000-01-6268,"Windelslip, IVN BEST - natur - 62/68",1,natur,6268,4046304023365,5.25,12.6,61119019,0.048,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403000-01-7480,"Windelslip, IVN BEST - natur - 74/80",1,natur,7480,4046304023372,5.6,13.45,61119019,0.052,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403000-01-8692,"Windelslip, IVN BEST - natur - 86/92",1,natur,8692,4046304023389,5.95,14.3,61119019,0.057,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403421-080-1,"Baby-Halstuch, IVN BEST - blau melange - 1",80,blau melange,1,4046304201152,6.25,15,61171000,0.019,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-060-5056,"Baby-Hose, lang, mit Nabelbund, IVN BEST - rot melange - 50/56",60,rot melange,5056,4046304191811,9.6,23.05,61119019,0.075,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-060-6268,"Baby-Hose, lang, mit Nabelbund, IVN BEST - rot melange - 62/68",60,rot melange,6268,4046304191828,10.35,24.85,61119019,0.09,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-060-7480,"Baby-Hose, lang, mit Nabelbund, IVN BEST - rot melange - 74/80",60,rot melange,7480,4046304191835,11.1,26.65,61119019,0.104,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-060-8692,"Baby-Hose, lang, mit Nabelbund, IVN BEST - rot melange - 86/92",60,rot melange,8692,4046304191842,11.85,28.45,61119019,0.109,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-080-5056,"Baby-Hose, lang, mit Nabelbund, IVN BEST - blau melange - 50/56",80,blau melange,5056,4046304191859,9.6,23.05,61119019,0.075,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-080-6268,"Baby-Hose, lang, mit Nabelbund, IVN BEST - blau melange - 62/68",80,blau melange,6268,4046304191866,10.35,24.85,61119019,0.09,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-080-7480,"Baby-Hose, lang, mit Nabelbund, IVN BEST - blau melange - 74/80",80,blau melange,7480,4046304191873,11.1,26.65,61119019,0.104,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
403501-080-8692,"Baby-Hose, lang, mit Nabelbund, IVN BEST - blau melange - 86/92",80,blau melange,8692,4046304191880,11.85,28.45,61119019,0.109,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404000-01-4648,"Achselhemd, IVN BEST - natur - 46/48",1,natur,4648,4046304023594,11.9,28.55,61099020,0.129,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404000-01-5052,"Achselhemd, IVN BEST - natur - 50/52",1,natur,5052,4046304023600,12.6,30.25,61099020,0.13,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404000-01-5456,"Achselhemd, IVN BEST - natur - 54/56",1,natur,5456,4046304023617,13.3,31.9,61099020,0.154,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-018E-3436,"Damen-Cardigan, IVN BEST - safran melange - 34/36",018E,safran melange,3436,4046304251041,22.85,54.85,61099020,0.173,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-018E-3840,"Damen-Cardigan, IVN BEST - safran melange - 38/40",018E,safran melange,3840,4046304251058,24.3,58.3,61099020,0.19,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-018E-4244,"Damen-Cardigan, IVN BEST - safran melange - 42/44",018E,safran melange,4244,4046304251065,25.75,61.8,61099020,0.205,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-018E-4648,"Damen-Cardigan, IVN BEST - safran melange - 46/48",018E,safran melange,4648,4046304251072,27.2,65.3,61099020,0.232,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-98-3436,"Damen-Cardigan, IVN BEST - schiefer - 34/36",98,schiefer,3436,4046304241240,22.85,54.85,61099020,0.173,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-98-3840,"Damen-Cardigan, IVN BEST - schiefer - 38/40",98,schiefer,3840,4046304241257,24.3,58.3,61099020,0.19,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-98-4244,"Damen-Cardigan, IVN BEST - schiefer - 42/44",98,schiefer,4244,4046304241264,25.75,61.8,61099020,0.205,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404441-98-4648,"Damen-Cardigan, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241271,27.2,65.3,61099020,0.232,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-104,"Kinder-Leggings, IVN BEST - rot melange - 104",60,rot melange,104,4046304192061,9.85,23.65,61071900,0.079,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-116,"Kinder-Leggings, IVN BEST - rot melange - 116",60,rot melange,116,4046304192078,11,26.4,61071900,0.085,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-128,"Kinder-Leggings, IVN BEST - rot melange - 128",60,rot melange,128,4046304192085,12.15,29.15,61071900,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-140,"Kinder-Leggings, IVN BEST - rot melange - 140",60,rot melange,140,4046304192092,13.3,31.9,61071900,0.108,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-152,"Kinder-Leggings, IVN BEST - rot melange - 152",60,rot melange,152,4046304192108,14.45,34.7,61071900,0.119,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-176,"Kinder-Leggings, IVN BEST - rot melange - 176",60,rot melange,176,4046304192122,16.35,39.25,61071900,0.162,wird zum 31.07.2021 aus dem Sortiment genommen,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-060-92,"Kinder-Leggings, IVN BEST - rot melange - 92",60,rot melange,92,4046304192054,8.7,20.9,61071900,0.07,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-104,"Kinder-Leggings, IVN BEST - blau melange - 104",80,blau melange,104,4046304192146,9.85,23.65,61071900,0.079,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-116,"Kinder-Leggings, IVN BEST - blau melange - 116",80,blau melange,116,4046304192153,11,26.4,61071900,0.085,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-128,"Kinder-Leggings, IVN BEST - blau melange - 128",80,blau melange,128,4046304192160,12.15,29.15,61071900,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-140,"Kinder-Leggings, IVN BEST - blau melange - 140",80,blau melange,140,4046304192177,13.3,31.9,61071900,0.108,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-152,"Kinder-Leggings, IVN BEST - blau melange - 152",80,blau melange,152,4046304192184,14.45,34.7,61071900,0.119,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-164,"Kinder-Leggings, IVN BEST - blau melange - 164",80,blau melange,164,4046304192191,14.85,35.65,61071900,0.14,wird zum 31.07.2021 aus dem Sortiment genommen,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-176,"Kinder-Leggings, IVN BEST - blau melange - 176",80,blau melange,176,4046304192207,16.35,39.25,61071900,0.162,wird zum 31.07.2021 aus dem Sortiment genommen,100% Schurwolle (kbT) Feinripp,IVN BEST
404500-080-92,"Kinder-Leggings, IVN BEST - blau melange - 92",80,blau melange,92,4046304192139,8.7,20.9,61071900,0.07,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-104,"Kinder-Unterhose, lang, IVN BEST - natur - 104",1,natur,104,4046304023631,10.15,24.35,61071900,0.093,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-116,"Kinder-Unterhose, lang, IVN BEST - natur - 116",1,natur,116,4046304023648,10.75,25.8,61071900,0.09,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-128,"Kinder-Unterhose, lang, IVN BEST - natur - 128",1,natur,128,4046304023655,11.35,27.25,61071900,0.1,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-140,"Kinder-Unterhose, lang, IVN BEST - natur - 140",1,natur,140,4046304023662,11.95,28.7,61071900,0.114,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-152,"Kinder-Unterhose, lang, IVN BEST - natur - 152",1,natur,152,4046304023679,12.55,30.1,61071900,0.125,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404600-01-92,"Kinder-Unterhose, lang, IVN BEST - natur - 92",1,natur,92,4046304023624,9.55,22.9,61071900,0.087,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404800-01-4648,"Herren-Shirt, kurzarm, IVN BEST - natur - 46/48",1,natur,4648,4046304023723,14.95,35.9,61099020,0.148,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404800-01-5052,"Herren-Shirt, kurzarm, IVN BEST - natur - 50/52",1,natur,5052,4046304023730,15.7,37.7,61099020,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404800-01-5456,"Herren-Shirt, kurzarm, IVN BEST - natur - 54/56",1,natur,5456,4046304023747,16.45,39.5,61099020,0.177,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404805-98-4648,"Herren-Shirt, kurzarm, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241288,16.55,39.7,61099020,0.148,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404805-98-5052,"Herren-Shirt, kurzarm, IVN BEST - schiefer - 50/52",98,schiefer,5052,4046304241295,17.55,42.1,61099020,0.161,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404805-98-5456,"Herren-Shirt, kurzarm, IVN BEST - schiefer - 54/56",98,schiefer,5456,4046304241301,18.55,44.5,61099020,0.187,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404810-01-4648,"Erwachsenen-Shirt, langarm, IVN BEST - natur - 46/48",1,natur,4648,4046304023778,18.85,45.25,61099020,0.205,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404810-01-5052,"Erwachsenen-Shirt, langarm, IVN BEST - natur - 50/52",1,natur,5052,4046304023785,19.9,47.75,61099020,0.222,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404810-01-5456,"Erwachsenen-Shirt, langarm, IVN BEST - natur - 54/56",1,natur,5456,4046304023792,20.95,50.3,61099020,0.232,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404815-98-4648,"Herren-Shirt, langarm, IVN BEST - schiefer - 46/48",98,schiefer,4648,4046304241318,20.75,49.8,61099020,0.181,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
404815-98-5052,"Herren-Shirt, langarm, IVN BEST - schiefer - 50/52",98,schiefer,5052,4046304241325,21.75,52.2,61099020,0.196,lieferbar ab Lager,100% Schurwolle (kbT) Feinripp,IVN BEST
